Task for: 20
Total number of subfolders detected: 1294 in parent folder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20
First subfolder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20/01184/
Take number of dataset folders as output partition for multiple dataset folders: 1294
--------------Starting the worker-------------
Total number of tasks: 1294
Total number of partitions: 1294
Total number of datasets: 1294
------------------------------
Starting work on task 0
warming up with batch size 1024 on cuda
done warming up in 15.185197353363037s
------------------------------
Starting work on task 1
------------------------------
Starting work on task 2
 sample_per_sec 15 ; sample_count 1024 
 sample_per_sec 132 ; sample_count 2826916 
 sample_per_sec 132 ; sample_count 2827940 
 sample_per_sec 132 ; sample_count 2831012 
 sample_per_sec 132 ; sample_count 2833060 
 sample_per_sec 132 ; sample_count 2835108 
 sample_per_sec 132 ; sample_count 2836437 
 sample_per_sec 132 ; sample_count 2836437 
 sample_per_sec 132 ; sample_count 2836437 
 sample_per_sec 132 ; sample_count 2836437 
 sample_per_sec 132 ; sample_count 2836437 
 sample_per_sec 132 ; sample_count 2836437 
 sample_per_sec 132 ; sample_count 2836437 
 sample_per_sec 132 ; sample_count 2836437 
 sample_per_sec 132 ; sample_count 2837461 
 sample_per_sec 132 ; sample_count 2839509 
 sample_per_sec 132 ; sample_count 2839509 
 sample_per_sec 132 ; sample_count 2842581 
 sample_per_sec 132 ; sample_count 2845852 
 sample_per_sec 132 ; sample_count 2845852 
 sample_per_sec 132 ; sample_count 2845852 
 sample_per_sec 132 ; sample_count 2845852 
 sample_per_sec 132 ; sample_count 2845852 
 sample_per_sec 132 ; sample_count 2846876 
 sample_per_sec 132 ; sample_count 2848924 
 sample_per_sec 132 ; sample_count 2848924 
 sample_per_sec 132 ; sample_count 2851996 
 sample_per_sec 132 ; sample_count 2855384 
 sample_per_sec 132 ; sample_count 2855384 
 sample_per_sec 132 ; sample_count 2855384 
 sample_per_sec 132 ; sample_count 2855384 
 sample_per_sec 132 ; sample_count 2855384 
 sample_per_sec 132 ; sample_count 2856408 
 sample_per_sec 132 ; sample_count 2858456 
 sample_per_sec 133 ; sample_count 2861528 
 sample_per_sec 132 ; sample_count 2861528 
 sample_per_sec 133 ; sample_count 2864935 
 sample_per_sec 133 ; sample_count 2864935 
 sample_per_sec 133 ; sample_count 2864935 
 sample_per_sec 133 ; sample_count 2864935 
 sample_per_sec 132 ; sample_count 2864935 
 sample_per_sec 132 ; sample_count 2865959 
 sample_per_sec 133 ; sample_count 2868007 
 sample_per_sec 133 ; sample_count 2870055 
 sample_per_sec 133 ; sample_count 2872103 
 sample_per_sec 133 ; sample_count 2872103 
 sample_per_sec 133 ; sample_count 2874430 
 sample_per_sec 133 ; sample_count 2874430 
 sample_per_sec 133 ; sample_count 2874430 
 sample_per_sec 133 ; sample_count 2875454 
 sample_per_sec 133 ; sample_count 2875454 
 sample_per_sec 133 ; sample_count 2878526 
 sample_per_sec 133 ; sample_count 2880574 
 sample_per_sec 133 ; sample_count 2882622 
 sample_per_sec 133 ; sample_count 2883937 
 sample_per_sec 133 ; sample_count 2883937 
 sample_per_sec 133 ; sample_count 2883937 
 sample_per_sec 133 ; sample_count 2884961 
 sample_per_sec 133 ; sample_count 2888033 
 sample_per_sec 133 ; sample_count 2888033 
 sample_per_sec 133 ; sample_count 2891105 
 sample_per_sec 133 ; sample_count 2893446 
 sample_per_sec 133 ; sample_count 2893446 
 sample_per_sec 133 ; sample_count 2893446 
 sample_per_sec 133 ; sample_count 2893446 
 sample_per_sec 133 ; sample_count 2894470 
 sample_per_sec 133 ; sample_count 2897542 
 sample_per_sec 133 ; sample_count 2900614 
 sample_per_sec 133 ; sample_count 2902935 
 sample_per_sec 133 ; sample_count 2902935 
 sample_per_sec 133 ; sample_count 2902935 
 sample_per_sec 133 ; sample_count 2903959 
 sample_per_sec 133 ; sample_count 2903959 
 sample_per_sec 133 ; sample_count 2907031 
 sample_per_sec 134 ; sample_count 2910103 
 sample_per_sec 134 ; sample_count 2912151 
 sample_per_sec 134 ; sample_count 2912419 
 sample_per_sec 134 ; sample_count 2912419 
 sample_per_sec 133 ; sample_count 2912419 
 sample_per_sec 134 ; sample_count 2913443 
 sample_per_sec 134 ; sample_count 2915491 
 sample_per_sec 134 ; sample_count 2915491 
 sample_per_sec 134 ; sample_count 2918563 
 sample_per_sec 134 ; sample_count 2920611 
 sample_per_sec 134 ; sample_count 2921976 
 sample_per_sec 134 ; sample_count 2921976 
 sample_per_sec 134 ; sample_count 2921976 
 sample_per_sec 134 ; sample_count 2921976 
 sample_per_sec 134 ; sample_count 2923000 
 sample_per_sec 134 ; sample_count 2926072 
 sample_per_sec 134 ; sample_count 2929144 
 sample_per_sec 134 ; sample_count 2931192 
 sample_per_sec 134 ; sample_count 2931465 
 sample_per_sec 134 ; sample_count 2931465 
 sample_per_sec 134 ; sample_count 2931465 
 sample_per_sec 134 ; sample_count 2932489 
 sample_per_sec 134 ; sample_count 2935561 
 sample_per_sec 134 ; sample_count 2938633 
 sample_per_sec 134 ; sample_count 2940681 
 sample_per_sec 134 ; sample_count 2941030 
 sample_per_sec 134 ; sample_count 2941030 
 sample_per_sec 134 ; sample_count 2941030 
 sample_per_sec 134 ; sample_count 2941030 
 sample_per_sec 134 ; sample_count 2942054 
 sample_per_sec 134 ; sample_count 2945126 
 sample_per_sec 134 ; sample_count 2948198 
 sample_per_sec 134 ; sample_count 2950246 
 sample_per_sec 134 ; sample_count 2950547 
 sample_per_sec 134 ; sample_count 2950547 
 sample_per_sec 134 ; sample_count 2950547 
 sample_per_sec 134 ; sample_count 2951571 
 sample_per_sec 134 ; sample_count 2953619 
 sample_per_sec 134 ; sample_count 2956691 
 sample_per_sec 135 ; sample_count 2959763 
 sample_per_sec 135 ; sample_count 2960078 
 sample_per_sec 135 ; sample_count 2960078 
 sample_per_sec 134 ; sample_count 2960078 
 sample_per_sec 134 ; sample_count 2960078 
 sample_per_sec 134 ; sample_count 2961102 
 sample_per_sec 135 ; sample_count 2963150 
 sample_per_sec 135 ; sample_count 2966222 
 sample_per_sec 135 ; sample_count 2969294 
 sample_per_sec 135 ; sample_count 2969602 
 sample_per_sec 135 ; sample_count 2969602 
 sample_per_sec 135 ; sample_count 2969602 
 sample_per_sec 135 ; sample_count 2970626 
 sample_per_sec 135 ; sample_count 2972674 
 sample_per_sec 135 ; sample_count 2974722 
 sample_per_sec 135 ; sample_count 2976770 
 sample_per_sec 135 ; sample_count 2979115 
 sample_per_sec 135 ; sample_count 2979115 
 sample_per_sec 135 ; sample_count 2979115 
 sample_per_sec 135 ; sample_count 2979115 
 sample_per_sec 135 ; sample_count 2979115 
 sample_per_sec 135 ; sample_count 2979115 
 sample_per_sec 135 ; sample_count 2979115 
 sample_per_sec 135 ; sample_count 2980139 
 sample_per_sec 135 ; sample_count 2982187 
 sample_per_sec 135 ; sample_count 2982187 
 sample_per_sec 135 ; sample_count 2984235 
 sample_per_sec 135 ; sample_count 2986283 
 sample_per_sec 135 ; sample_count 2988629 
 sample_per_sec 135 ; sample_count 2988629 
 sample_per_sec 135 ; sample_count 2988629 
 sample_per_sec 135 ; sample_count 2988629 
 sample_per_sec 135 ; sample_count 2989653 
 sample_per_sec 135 ; sample_count 2991701 
 sample_per_sec 135 ; sample_count 2993749 
 sample_per_sec 135 ; sample_count 2996821 
 sample_per_sec 135 ; sample_count 2998145 
 sample_per_sec 135 ; sample_count 2998145 
 sample_per_sec 135 ; sample_count 2998145 
 sample_per_sec 135 ; sample_count 2998145 
 sample_per_sec 135 ; sample_count 2999169 
 sample_per_sec 135 ; sample_count 3002241 
 sample_per_sec 135 ; sample_count 3002241 
 sample_per_sec 135 ; sample_count 3005313 
 sample_per_sec 135 ; sample_count 3007676 
 sample_per_sec 135 ; sample_count 3007676 
 sample_per_sec 135 ; sample_count 3007676 
 sample_per_sec 135 ; sample_count 3007676 
 sample_per_sec 135 ; sample_count 3008700 
 sample_per_sec 135 ; sample_count 3010748 
 sample_per_sec 135 ; sample_count 3013820 
 sample_per_sec 136 ; sample_count 3015868 
 sample_per_sec 136 ; sample_count 3017179 
 sample_per_sec 136 ; sample_count 3017179 
 sample_per_sec 136 ; sample_count 3017179 
 sample_per_sec 135 ; sample_count 3017179 
 sample_per_sec 135 ; sample_count 3018203 
 sample_per_sec 135 ; sample_count 3018203 
 sample_per_sec 136 ; sample_count 3021275 
 sample_per_sec 136 ; sample_count 3023323 
 sample_per_sec 136 ; sample_count 3025371 
 sample_per_sec 136 ; sample_count 3026706 
 sample_per_sec 136 ; sample_count 3026706 
 sample_per_sec 136 ; sample_count 3026706 
 sample_per_sec 136 ; sample_count 3026706 
 sample_per_sec 136 ; sample_count 3026706 
 sample_per_sec 136 ; sample_count 3026706 
 ------------------------------
Starting work on task 319
------------------------------
Starting work on task 320
------------------------------
Starting work on task 321
------------------------------
Starting work on task 322
------------------------------
Starting work on task 323
------------------------------
Starting work on task 324
------------------------------
Starting work on task 325
------------------------------
Starting work on task 326
------------------------------
Starting work on task 327
------------------------------
Starting work on task 328
------------------------------
Starting work on task 329
------------------------------
Starting work on task 330
------------------------------
Starting work on task 331
------------------------------
Starting work on task 332
------------------------------
Starting work on task 333
------------------------------
Starting work on task 334
------------------------------
Starting work on task 335
------------------------------
Starting work on task 336
------------------------------
Starting work on task 337
------------------------------
Starting work on task 338
------------------------------
Starting work on task 339
sample_per_sec 136 ; sample_count 3026706 
 sample_per_sec 136 ; sample_count 3026706 
 sample_per_sec 135 ; sample_count 3026706 
 sample_per_sec 135 ; sample_count 3027730 
 sample_per_sec 136 ; sample_count 3030802 
 sample_per_sec 136 ; sample_count 3032850 
 sample_per_sec 136 ; sample_count 3035922 
 sample_per_sec 136 ; sample_count 3036237 
 sample_per_sec 136 ; sample_count 3036237 
 sample_per_sec 136 ; sample_count 3036237 
 sample_per_sec 136 ; sample_count 3036237 
 sample_per_sec 136 ; sample_count 3037261 
 sample_per_sec 136 ; sample_count 3039309 
 sample_per_sec 136 ; sample_count 3041357 
 sample_per_sec 136 ; sample_count 3041357 
 sample_per_sec 136 ; sample_count 3044429 
 sample_per_sec 136 ; sample_count 3045760 
 sample_per_sec 136 ; sample_count 3045760 
 sample_per_sec 136 ; sample_count 3045760 
 sample_per_sec 136 ; sample_count 3045760 
 sample_per_sec 136 ; sample_count 3046784 
 sample_per_sec 136 ; sample_count 3046784 
 sample_per_sec 136 ; sample_count 3048832 
 sample_per_sec 136 ; sample_count 3050880 
 sample_per_sec 136 ; sample_count 3052928 
 sample_per_sec 136 ; sample_count 3054976 
 sample_per_sec 136 ; sample_count 3055260 
 sample_per_sec 136 ; sample_count 3055260 
 sample_per_sec 136 ; sample_count 3055260 
 sample_per_sec 136 ; sample_count 3055260 
 sample_per_sec 136 ; sample_count 3055260 
 sample_per_sec 136 ; sample_count 3056284 
 sample_per_sec 136 ; sample_count 3059356 
 sample_per_sec 136 ; sample_count 3059356 
 sample_per_sec 136 ; sample_count 3062428 
 sample_per_sec 136 ; sample_count 3064817 
 sample_per_sec 136 ; sample_count 3064817 
 sample_per_sec 136 ; sample_count 3064817 
 sample_per_sec 136 ; sample_count 3064817 
 sample_per_sec 136 ; sample_count 3065841 
 sample_per_sec 136 ; sample_count 3068913 
 sample_per_sec 136 ; sample_count 3068913 
 sample_per_sec 136 ; sample_count 3070961 
 sample_per_sec 136 ; sample_count 3073009 
 sample_per_sec 136 ; sample_count 3074362 
 sample_per_sec 136 ; sample_count 3074362 
 sample_per_sec 136 ; sample_count 3074362 
 sample_per_sec 136 ; sample_count 3075386 
 sample_per_sec 136 ; sample_count 3077434 
 sample_per_sec 136 ; sample_count 3077434 
 sample_per_sec 136 ; sample_count 3079482 
 sample_per_sec 136 ; sample_count 3081530 
 sample_per_sec 137 ; sample_count 3083873 
 sample_per_sec 136 ; sample_count 3083873 
 sample_per_sec 136 ; sample_count 3083873 
 sample_per_sec 136 ; sample_count 3083873 
 sample_per_sec 136 ; sample_count 3083873 
 sample_per_sec 136 ; sample_count 3083873 
 sample_per_sec 136 ; sample_count 3083873 
 sample_per_sec 136 ; sample_count 3083873 
 sample_per_sec 136 ; sample_count 3084897 
 sample_per_sec 136 ; sample_count 3087969 
 sample_per_sec 136 ; sample_count 3087969 
 sample_per_sec 136 ; sample_count 3091041 
 sample_per_sec 137 ; sample_count 3093397 
 sample_per_sec 137 ; sample_count 3093397 
 sample_per_sec 136 ; sample_count 3093397 
 sample_per_sec 136 ; sample_count 3093397 
 sample_per_sec 136 ; sample_count 3094421 
 sample_per_sec 137 ; sample_count 3096469 
 sample_per_sec 137 ; sample_count 3096469 
 sample_per_sec 137 ; sample_count 3098517 
 sample_per_sec 137 ; sample_count 3100565 
 sample_per_sec 137 ; sample_count 3102891 
 sample_per_sec 137 ; sample_count 3102891 
 sample_per_sec 137 ; sample_count 3102891 
 sample_per_sec 137 ; sample_count 3102891 
 sample_per_sec 137 ; sample_count 3103915 
 sample_per_sec 137 ; sample_count 3106987 
 sample_per_sec 137 ; sample_count 3109035 
 sample_per_sec 137 ; sample_count 3111083 
 sample_per_sec 137 ; sample_count 3112407 
 sample_per_sec 137 ; sample_count 3112407 
 sample_per_sec 137 ; sample_count 3112407 
 sample_per_sec 137 ; sample_count 3112407 
 sample_per_sec 137 ; sample_count 3113431 
 sample_per_sec 137 ; sample_count 3116503 
 sample_per_sec 137 ; sample_count 3116503 
 sample_per_sec 137 ; sample_count 3119575 
 sample_per_sec 137 ; sample_count 3121902 
 sample_per_sec 137 ; sample_count 3121902 
 sample_per_sec 137 ; sample_count 3121902 
 sample_per_sec 137 ; sample_count 3122926 
 sample_per_sec 137 ; sample_count 3125998 
 sample_per_sec 137 ; sample_count 3128046 
 sample_per_sec 137 ; sample_count 3130094 
 sample_per_sec 137 ; sample_count 3131405 
 sample_per_sec 137 ; sample_count 3131405 
 sample_per_sec 137 ; sample_count 3131405 
 sample_per_sec 137 ; sample_count 3132429 
 sample_per_sec 137 ; sample_count 3135501 
 sample_per_sec 137 ; sample_count 3135501 
 sample_per_sec 137 ; sample_count 3138573 
 sample_per_sec 137 ; sample_count 3140927 
 sample_per_sec 137 ; sample_count 3140927 
 sample_per_sec 137 ; sample_count 3140927 
 sample_per_sec 137 ; sample_count 3141951 
 sample_per_sec 137 ; sample_count 3141951 
 sample_per_sec 137 ; sample_count 3145023 
 sample_per_sec 138 ; sample_count 3147071 
 sample_per_sec 138 ; sample_count 3150438 
 sample_per_sec 138 ; sample_count 3150438 
 sample_per_sec 138 ; sample_count 3150438 
 sample_per_sec 138 ; sample_count 3150438 
 sample_per_sec 138 ; sample_count 3150438 
 sample_per_sec 138 ; sample_count 3151462 
 sample_per_sec 138 ; sample_count 3153510 
 sample_per_sec 138 ; sample_count 3156582 
 sample_per_sec 138 ; sample_count 3156582 
 sample_per_sec 138 ; sample_count 3159919 
 sample_per_sec 138 ; sample_count 3159919 
 sample_per_sec 138 ; sample_count 3159919 
 sample_per_sec 138 ; sample_count 3159919 
 sample_per_sec 138 ; sample_count 3160943 
 sample_per_sec 138 ; sample_count 3164015 
 sample_per_sec 138 ; sample_count 3167087 
 sample_per_sec 138 ; sample_count 3169451 
 sample_per_sec 138 ; sample_count 3169451 
 sample_per_sec 138 ; sample_count 3169451 
 sample_per_sec 138 ; sample_count 3169451 
 sample_per_sec 138 ; sample_count 3169451 
 sample_per_sec 138 ; sample_count 3170475 
 sample_per_sec 138 ; sample_count 3173547 
 sample_per_sec 138 ; sample_count 3173547 
 sample_per_sec 138 ; sample_count 3176619 
 sample_per_sec 138 ; sample_count 3178959 
 sample_per_sec 138 ; sample_count 3178959 
 sample_per_sec 138 ; sample_count 3178959 
 sample_per_sec 138 ; sample_count 3178959 
 sample_per_sec 138 ; sample_count 3179983 
 sample_per_sec 138 ; sample_count 3183055 
 sample_per_sec 138 ; sample_count 3185103 
 sample_per_sec 138 ; sample_count 3187151 
 sample_per_sec 138 ; sample_count 3188467 
 sample_per_sec 138 ; sample_count 3188467 
 sample_per_sec 138 ; sample_count 3188467 
 sample_per_sec 138 ; sample_count 3188467 
 sample_per_sec 138 ; sample_count 3189491 
 sample_per_sec 138 ; sample_count 3192563 
 sample_per_sec 138 ; sample_count 3194611 
 sample_per_sec 138 ; sample_count 3194611 
 sample_per_sec 138 ; sample_count 3198032 
 sample_per_sec 138 ; sample_count 3198032 
 sample_per_sec 138 ; sample_count 3198032 
 sample_per_sec 138 ; sample_count 3198032 
 sample_per_sec 138 ; sample_count 3199056 
 sample_per_sec 139 ; sample_count 3202128 
 sample_per_sec 139 ; sample_count 3205200 
 sample_per_sec 139 ; sample_count 3205200 
 sample_per_sec 139 ; sample_count 3207577 
 sample_per_sec 139 ; sample_count 3207577 
 sample_per_sec 139 ; sample_count 3207577 
 sample_per_sec 139 ; sample_count 3207577 
 sample_per_sec 139 ; sample_count 3207577 
 sample_per_sec 139 ; sample_count 3207577 
 sample_per_sec 138 ; sample_count 3207577 
 sample_per_sec 138 ; sample_count 3207577 
 sample_per_sec 138 ; sample_count 3207577 
 sample_per_sec 138 ; sample_count 3207577 
 sample_per_sec 138 ; sample_count 3208601 
 sample_per_sec 138 ; sample_count 3208601 
 sample_per_sec 138 ; sample_count 3210649 
 sample_per_sec 138 ; sample_count 3212697 
 sample_per_sec 139 ; sample_count 3215769 
 sample_per_sec 139 ; sample_count 3217115 
 sample_per_sec 139 ; sample_count 3217115 
 sample_per_sec 139 ; sample_count 3217115 
